customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
8058-DMYRU,Male,1,No,No,0.75,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7144278606965173,0.5678656963890937
5734-EJKXG,Female,0,No,No,0.8472222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.998507462686567,0.8481139462048638
4111-BNXIF,Female,0,Yes,Yes,0.9305555555555555,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.41094527363184075,0.4725382277081798
8050-DVOJX,Male,1,No,No,0.6805555555555555,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),0.6278606965174128,0.4675870486366987
7975-JMZNT,Male,0,Yes,No,0.9166666666666666,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.7308457711442786,0.6996016028002948
3384-CTMSF,Male,0,Yes,No,0.6527777777777778,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.854228855721393,0.5912801676492263
2782-JEEBU,Male,0,No,No,0.29166666666666663,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.17661691542288555,0.08982935703758291
5649-RXQTV,Male,0,No,No,0.7083333333333333,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8034825870646766,0.5801112288135594
4824-GUCBY,Female,1,No,No,0.3055555555555555,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.6313432835820896,0.20966516212232872
6394-HHHZM,Male,0,No,No,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.024378109452736302,0.006620762711864407
9405-GPBBG,Female,0,No,No,0.8888888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.917910447761194,0.8139795965364777
3896-RCYYE,Female,0,No,No,0.9305555555555555,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.34975124378109446,0.4121165714812086
8774-GSBUN,Male,0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.07114427860696515,0.2069247420781135
5338-YHWYT,Male,0,No,Yes,0.5138888888888888,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),0.4298507462686567,0.2651010961680177
4750-UKWJK,Female,1,Yes,No,0.5138888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.013432835820895522,0.08380158437730288
1866-RZZQS,Male,1,No,No,0.5694444444444444,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7975124378109453,0.4821930268975682
2360-RDGRO,Male,0,Yes,No,0.9027777777777777,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8557213930348259,0.7844682663964628
3079-BCHLN,Male,0,Yes,No,0.6527777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.01641791044776117,0.10857475128960946
3943-KDREE,Female,0,No,No,0.3611111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.564179104477612,0.21128293109801036
2691-NZETQ,Male,0,No,No,0.125,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6676616915422885,0.08734801031687547
5394-MEITZ,Female,0,Yes,Yes,0.8333333333333333,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6203980099502486,0.5695813375092116
4826-XTSOH,Male,1,Yes,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6746268656716418,0.009908115327929257
3249-VHRIP,Female,0,No,No,0.861111111111111,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),0.25223880597014925,0.31649548636698605
2079-FBMZK,Female,0,No,No,0.08333333333333333,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5074626865671642,0.04817612380250553
9770-KXGQU,Female,0,No,No,0.736111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,0.799502487562189,0.6116260593220341
3522-CDKHF,Female,0,Yes,No,0.4444444444444444,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5696517412935324,0.26767455784819455
8199-ZLLSA,Male,0,No,No,0.9305555555555555,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.9960199004975124,0.8985987011790716
7083-YNSKY,Female,0,No,No,0.20833333333333331,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.07114427860696515,0.04601142225497422
5533-RJFTJ,Male,0,No,No,0.6805555555555555,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.11890547263681589,0.16731530950626383
6214-EDAKZ,Female,0,Yes,Yes,0.3055555555555555,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,0.36716417910447763,0.13886905858511422
8984-EYLLL,Male,0,Yes,No,0.8888888888888888,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,0.8656716417910447,0.7856715180545322
3744-ZRRDZ,Male,0,No,No,0.29166666666666663,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6378109452736318,0.21334400331613856
2454-RPBRZ,Female,1,Yes,No,0.16666666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.7945273631840796,0.12207535003684601
4760-THGOT,Female,0,Yes,No,0.5972222222222222,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7547263681592039,0.4729297162859249
7073-QETQY,Male,0,Yes,Yes,0.9166666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,0.020895522388059695,0.15653785924834196
5980-NOPLP,Female,0,Yes,No,0.611111111111111,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7746268656716417,0.502498618275608
4933-IKULF,Female,1,No,No,0.2361111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.023880597014925342,0.03806650700073693
4749-VFKVB,Female,0,No,No,0.013888888888888888,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3169154228855721,0.005768699336772293
8276-MQBYC,Male,1,No,No,0.7083333333333333,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7915422885572139,0.5657355379513634
4083-EUGRJ,Male,0,No,No,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.019900497512437804,0.020553150331613857
9518-RWHZL,Female,0,No,No,0.8888888888888888,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.8139303482587064,0.7201317243920413
9552-TGUZV,Male,0,Yes,No,0.1111111111111111,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5646766169154228,0.07577606853352986
8647-SDTWQ,Male,0,Yes,Yes,0.7916666666666666,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5577114427860697,0.462687684229919
4560-WQAQW,Female,0,No,No,0.8194444444444444,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),0.5019900497512438,0.4687442428150332
4942-VZZOM,Male,0,Yes,No,0.8888888888888888,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),0.47661691542288565,0.5057686993367724
9629-NHXFW,Female,0,Yes,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.011442786069651711,0.0022337877671333825
2226-ICFDO,Female,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.673134328358209,0.7036143607221814
2867-UIMSS,Male,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.6194029850746269,0.00926906779661017
6814-ZPWFQ,Male,1,No,No,0.7083333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.06716417910447761,0.14516166175386885
4471-KXAUH,Female,0,Yes,No,0.5833333333333333,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,0.6572139303482587,0.41318165070007373
3090-QFUVD,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.020398009950248763,0.002337417096536478
6766-HFKLA,Female,0,Yes,No,0.7777777777777777,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.845273631840796,0.6614257092851881
7048-GXDAY,Male,0,No,No,0.5416666666666666,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8771144278606965,0.46525538872512906
9495-REDIY,Male,0,No,Yes,0.3472222222222222,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),0.22288557213930343,0.11175271739130435
7471-MQPOS,Male,1,Yes,Yes,0.986111111111111,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.5437810945273632,0.5917983142962417
5651-CPDND,Male,0,No,No,0.1388888888888889,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.2761194029850746,0.05666221444362565
7586-ZATGZ,Male,0,No,No,0.5555555555555556,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6631840796019901,0.3879248802505528
5220-AGAAX,Male,0,Yes,Yes,0.9444444444444444,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.057213930348258696,0.19163365880619015
6248-BSHKG,Male,0,Yes,Yes,0.8472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.021393034825870627,0.1412179900515844
2885-HIJDH,Male,0,Yes,Yes,0.9583333333333333,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6830845771144279,0.7132115880619014
6635-MYYYZ,Female,0,No,No,0.41666666666666663,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0.6676616915422885,0.29135961680176864
3669-OYSJI,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.27810945273631843,0.0053196389093588805
9617-UDPEU,Female,0,No,No,0.3055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.009950248756218888,0.04750253316138542
8465-SBRXP,Male,0,Yes,Yes,0.5277777777777778,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.7626865671641792,0.4163884027266029
0925-VYDLG,Female,0,No,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5671641791044776,0.027864775239498898
3091-FYHKI,Male,0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.17114427860696518,0.004081844141488579
7025-IWFHT,Male,0,No,No,0.5694444444444444,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,0.7094527363184079,0.4294572126013265
1848-LBZHY,Female,0,Yes,No,0.09722222222222221,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3189054726368159,0.04088752763448785
0862-PRCBS,Female,0,Yes,Yes,0.9444444444444444,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8507462686567163,0.8105483142962419
0295-QVKPB,Male,0,No,No,0.06944444444444445,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.454726368159204,0.03662721075902727
3058-HJCUY,Male,0,Yes,Yes,0.5694444444444444,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.8393034825870646,0.48514070560058964
7107-UBYKY,Female,0,Yes,Yes,0.4861111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.07462686567164178,0.1016200718496684
9866-QEVEE,Male,0,No,No,0.2638888888888889,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.6741293532338308,0.17645196204863672
5736-YEJAX,Male,0,No,Yes,0.9583333333333333,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.608955223880597,0.6335839627855565
1506-YJTYT,Male,0,Yes,Yes,0.625,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),0.553233830845771,0.38814941046425944
9993-LHIEB,Male,0,Yes,Yes,0.9305555555555555,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,0.49353233830845766,0.5328447402358143
9500-IWPXQ,Female,0,Yes,Yes,0.8472222222222222,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,0.6084577114427862,0.5550559598378778
3737-XBQDD,Male,0,No,No,0.3333333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6626865671641791,0.23590641120117914
4704-ERYFC,Female,0,Yes,No,0.3055555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5074626865671642,0.17893330876934416
7997-EASSD,Female,0,Yes,No,0.875,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),0.6263681592039801,0.5716999815770082
5378-IKEEG,Female,0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.17412935323383083,0.00411638725128961
8313-NDOIA,Female,0,No,No,0.3333333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.854726368159204,0.28724322955047904
2237-ZFSMY,Female,0,No,No,0.5416666666666666,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,0.7691542288557214,0.4252084100957996
4184-VODJZ,Male,0,Yes,Yes,0.875,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,0.7273631840796019,0.6637688835666913
2103-ZRXFN,Male,0,No,No,0.013888888888888888,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.3233830845771144,0.005843542741341194
4310-KEDTB,Female,0,No,Yes,0.3611111111111111,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.11492537313432838,0.09056051952837142
8190-ZTQFB,Male,0,No,No,0.5694444444444444,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.3293532338308458,0.2389346904937362
3125-RAHBV,Male,0,No,No,0.3055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.020398009950248763,0.053789379145173184
5198-HQAEN,Male,0,Yes,Yes,0.4861111111111111,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,0.7109452736318408,0.3644988946204864
0969-RGKCU,Male,0,Yes,Yes,0.5138888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.015422885572139305,0.07795804163596169
3005-TYFRD,Female,0,Yes,No,0.7638888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8497512437810945,0.6536304808400885
3038-PQIUY,Female,0,No,No,0.5277777777777778,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.47661691542288565,0.2904384672070745
7078-NVFAM,Female,0,Yes,Yes,0.4444444444444444,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.16815920398009948,0.12102178518791452
5433-KYGHE,Female,0,No,Yes,0.19444444444444442,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.6741293532338308,0.1340330232129698
7572-KPVKK,Male,0,No,Yes,0.861111111111111,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.8537313432835821,0.7588545504789979
8337-MSSXB,Female,0,No,No,0.19444444444444442,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6771144278606964,0.13597895173176125
2082-OJVTK,Male,0,Yes,Yes,0.40277777777777773,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7059701492537314,0.31069800110537954
4402-FTBXC,Male,0,No,No,0.75,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,0.7119402985074627,0.5373756448047163
5149-QYTTU,Female,0,Yes,Yes,0.986111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.7651741293532338,0.7796207166543848
2558-BUOZZ,Male,0,No,No,0.6527777777777778,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),0.7616915422885572,0.5222745486366988
5649-ANRML,Male,1,No,No,0.027777777777777776,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.7646766169154228,0.02075465180545321
2959-EEXWB,Female,0,Yes,Yes,0.625,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.3248756218905472,0.26872812269712604
6870-ZWMNX,Male,0,Yes,No,0.9722222222222222,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0.5756218905472636,0.6061452192336036
0031-PVLZI,Female,0,Yes,Yes,0.05555555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.020895522388059695,0.008791221444362564
1431-AIDJQ,Male,0,Yes,Yes,0.4583333333333333,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.635323383084577,0.299730563743552
