customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
3317-HRTNN,Female,1,No,No,0.06944444444444445,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.27313432835820894,0.022798452468680917,Yes
9479-HYNYL,Female,0,Yes,No,0.986111111111111,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6213930348258706,0.6569005619012529,No
3235-ETOOB,Male,0,Yes,No,0.1111111111111111,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5597014925373134,0.07022614222549743,Yes
9708-KFDBY,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.02288557213930348,0.002366203021370671,No
8058-INTPH,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6109452736318408,0.009171195652173916,Yes
3642-GKTCT,Female,0,No,No,0.8472222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.9636815920398009,0.8052747328666177,No
0774-RMNUW,Female,0,Yes,Yes,0.986111111111111,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.41243781094527365,0.4746971720707443,No
1334-PDUKM,Female,0,Yes,No,0.9444444444444444,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),0.6786069651741293,0.6635673820928519,No
0756-MPZRL,Male,0,No,No,0.6388888888888888,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),0.15373134328358212,0.17707373802505527,No
2242-MFOTG,Male,0,No,No,0.4583333333333333,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),0.6154228855721392,0.2997535924834194,No
2927-CVULT,Female,0,Yes,Yes,0.736111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.8537313432835821,0.6409358879882093,No
2144-BFDSO,Female,1,Yes,No,0.6944444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.9004975124378108,0.6254490604274134,No
8745-PVESG,Female,0,No,No,0.7916666666666666,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.227363184079602,0.2600232590272661,No
7647-GYYKX,Female,0,Yes,Yes,0.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.020895522388059695,0.1257772199705232,No
5647-FXOTP,Female,1,Yes,No,0.8333333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8721393034825872,0.7370636053795138,No
5569-OUICF,Female,1,Yes,No,0.38888888888888884,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8263681592039801,0.32380711127487105,Yes
8821-XNHVZ,Female,0,Yes,Yes,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.6149253731343283,0.009217253131908623,Yes
2082-OJVTK,Male,0,Yes,Yes,0.40277777777777773,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7059701492537314,0.31069800110537954,Yes
9700-ISPUP,Female,0,Yes,Yes,0.1388888888888889,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.4701492537313433,0.07103214812085483,No
9839-ETQOE,Male,0,No,Yes,0.5972222222222222,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.2208955223880597,0.2202526252763449,No
6078-VESFR,Male,1,Yes,No,0.18055555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.5194029850746269,0.09776851510685337,No
9027-TMATR,Female,0,Yes,No,0.5972222222222222,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.6024875621890546,0.39843174281503324,No
5940-NFXKV,Male,0,Yes,Yes,0.2638888888888889,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6507462686567165,0.16877187730287402,Yes
1941-HOSAM,Male,0,Yes,Yes,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7149253731343282,0.010374447310243184,No
9110-HSGTV,Female,0,No,No,0.9583333333333333,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6388059701492538,0.6396577929255712,No
0704-VCUMB,Female,0,Yes,No,0.8472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.019900497512437804,0.14724576271186443,No
6171-ZTVYB,Male,0,Yes,No,0.5972222222222222,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0.4776119402985074,0.33476303426676496,No
8053-WWDRO,Female,0,Yes,No,0.08333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.01243781094527363,0.01684552321296979,Yes
9564-KCLHR,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.32835820895522383,0.0059011145910095805,Yes
1935-IMVBB,Male,0,Yes,No,0.7777777777777777,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,0.7109452736318408,0.5703009856300664,No
2535-PBCGC,Female,0,Yes,No,0.9722222222222222,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.46069651741293527,0.5187108511422255,No
2082-CEFLT,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.2721393034825871,0.005250552689756817,Yes
1470-PSXNM,Male,0,Yes,Yes,0.6805555555555555,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,0.7502487562189055,0.5204667925571113,No
1213-NGCUN,Female,0,No,No,0.08333333333333333,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3124378109452736,0.03078366801768608,Yes
2498-XLDZR,Female,0,Yes,Yes,0.4444444444444444,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,0.5507462686567164,0.2667706798084009,No
9866-OCCKE,Female,1,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0.9104477611940299,0.9298256724392043,No
5338-YHWYT,Male,0,No,Yes,0.5138888888888888,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),0.4298507462686567,0.2651010961680177,No
7718-UPSKJ,Female,0,Yes,No,0.9583333333333333,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.8771144278606965,0.8350105932203391,No
8731-WBBMB,Female,0,Yes,No,0.3611111111111111,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.6333333333333334,0.2393319362564481,No
1448-CYWKC,Female,0,Yes,Yes,0.8055555555555555,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.8651741293532339,0.7168155858511422,No
7901-IIDQV,Male,0,No,No,0.3333333333333333,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),0.36169154228855727,0.1430372605011054,No
2690-DVRVK,Male,0,Yes,Yes,0.06944444444444445,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.02288557213930348,0.011451040899042007,No
5688-KZTSN,Male,0,Yes,Yes,0.20833333333333331,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.01741293532338306,0.03316714259395726,Yes
1270-XKUCC,Female,0,Yes,Yes,0.41666666666666663,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.014427860696517386,0.06899986182756081,No
0334-ZFJSR,Female,0,Yes,No,0.7638888888888888,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),0.47562189054726367,0.3986390014738394,No
2894-QOJRX,Female,0,Yes,No,0.3472222222222222,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.15671641791044777,0.09821757553426678,Yes
5747-PMBSQ,Male,1,Yes,No,0.1388888888888889,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.7388059701492538,0.10755572955047901,Yes
5583-EJXRD,Male,0,Yes,Yes,0.611111111111111,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.3562189054726368,0.27348931466470155,No
4565-EVZMJ,Female,0,No,No,0.6527777777777778,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,0.4044776119402985,0.32390498341930735,No
3143-JQEGI,Female,0,Yes,Yes,0.18055555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.6975124378109452,0.14079771554900516,Yes
6386-SZZKH,Female,0,Yes,Yes,0.6805555555555555,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8925373134328359,0.6094786293294031,Yes
3327-YBAKM,Female,0,Yes,No,0.8888888888888888,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,0.782587064676617,0.7270576179071483,No
9441-QHEVC,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.008457711442786064,0.0021992446573323512,No
6705-LNMDD,Male,0,No,No,0.2777777777777778,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.31592039800995025,0.11549488761974946,No
2580-ASVVY,Female,0,Yes,No,0.5138888888888888,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,0.27014925373134324,0.18343542741341196,No
3370-GQEAL,Male,0,Yes,Yes,0.41666666666666663,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.6686567164179105,0.28900492815033163,No
5032-USPKF,Female,0,No,No,0.5277777777777778,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.6552238805970149,0.36703781319086226,No
2982-IHMFT,Female,1,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5592039800995025,0.0085724484156227,Yes
3521-SYVOR,Female,0,No,No,0.5138888888888888,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.4626865671641791,0.2700350036845984,Yes
4254-QPEDE,Female,0,Yes,No,0.7222222222222222,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.4776119402985074,0.3834400331613855,No
6283-GITPX,Male,0,No,Yes,0.986111111111111,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.5835820895522389,0.6359041083271924,No
9526-JAWYF,Male,0,No,No,0.3611111111111111,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.7119402985074627,0.2688950810611644,Yes
0771-CHWSK,Male,0,No,No,0.9166666666666666,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),0.5606965174129352,0.5525055268975682,No
9788-HNGUT,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9820895522388059,0.9895910095799558,No
9495-REDIY,Male,0,No,Yes,0.3472222222222222,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),0.22288557213930343,0.11175271739130435,No
5375-XLDOF,Male,0,Yes,Yes,0.9583333333333333,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9562189054726368,0.8826685703758291,No
1172-VIYBP,Male,0,Yes,Yes,0.736111111111111,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),0.5119402985074627,0.4244254329403096,No
5649-VUKMC,Female,0,No,No,0.16666666666666666,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,0.7686567164179104,0.12840249631540165,Yes
6559-PDZLR,Male,0,No,No,0.3611111111111111,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8,0.29211956521739135,No
8992-OBVDG,Male,0,No,No,0.29166666666666663,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,0.43184079601990044,0.16046425939572587,No
4273-MBHYA,Female,0,No,Yes,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.707462686567164,0.010288089535740605,No
4724-WXVWF,Male,0,No,No,0.6666666666666666,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.7676616915422886,0.511848286661754,No
5701-GUXDC,Female,0,Yes,No,0.3611111111111111,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),0.1706467661691542,0.11267962417096539,No
1460-UZPRJ,Male,0,Yes,No,0.8333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01691542288557213,0.14486804532056008,No
6082-GLJIX,Male,0,No,No,0.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.009950248756218888,0.038152864775239506,No
5143-EGQFK,Female,1,No,No,0.1388888888888889,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.11343283582089547,0.03355287398673545,Yes
4919-IKATY,Male,0,Yes,Yes,0.06944444444444445,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6592039800995024,0.052246453574060436,Yes
2495-TTHBQ,Female,0,No,Yes,0.05555555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.021393034825870627,0.009758428518791454,No
0485-ZBSLN,Male,0,Yes,Yes,0.9027777777777777,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.06467661691542287,0.1974829587324982,No
3810-PJUHR,Male,0,Yes,Yes,0.9722222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.07064676616915422,0.19748871591746503,No
9050-QLROH,Male,0,No,No,0.25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.7208955223880598,0.18391327376565958,Yes
0847-HGRML,Male,0,No,Yes,0.861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.01741293532338306,0.14394113854089904,No
8232-CTLKO,Female,0,Yes,Yes,0.9166666666666666,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,0.4129353233830846,0.4602063375092116,No
9227-YBAXE,Female,0,Yes,Yes,0.9027777777777777,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6393034825870647,0.6004859064112013,No
6168-WFVVF,Female,1,No,No,0.041666666666666664,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.517910447761194,0.02711634119380988,Yes
9860-LISIZ,Female,0,No,No,0.4722222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.020895522388059695,0.07751473839351512,No
0112-QAWRZ,Male,0,Yes,Yes,0.2222222222222222,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.7218905472636815,0.16606024318349302,No
0877-SDMBN,Female,0,No,No,0.75,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8527363184079603,0.6493010777450259,Yes
2786-GCDPI,Female,1,No,No,0.6944444444444444,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8626865671641791,0.6013206982313929,No
4043-MKDTV,Male,0,Yes,No,0.986111111111111,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.8656716417910447,0.8395990696389095,No
8065-YKXKD,Female,0,No,No,0.1388888888888889,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5621890547263682,0.09207465917464998,Yes
9637-EIHEQ,Female,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.32388059701492533,0.0058492999263080325,Yes
9229-RQABD,Male,0,No,No,0.25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.05472636815920398,0.048878500368459844,No
8313-KTIHG,Male,0,No,No,0.05555555555555555,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.4283582089552238,0.028716838614591015,No
5320-BRKGK,Female,0,Yes,Yes,0.8055555555555555,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,0.572636815920398,0.5084457903463523,No
6284-KMNUF,Female,0,Yes,No,0.7777777777777777,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,0.7935323383084577,0.6068763817243922,No
9689-PTNPG,Male,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6169154228855721,0.01664402173913044,Yes
9465-RWMXL,Male,0,Yes,No,0.4444444444444444,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6034825870646766,0.28186601879145173,Yes
6229-UOLQL,Male,0,Yes,Yes,0.7777777777777777,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,0.33582089552238803,0.3321780582166544,No
2362-IBOOY,Male,0,No,No,0.5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6616915422885572,0.35120555453205604,Yes
3137-LUPIX,Female,0,No,No,0.05555555555555555,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.4592039800995025,0.029131355932203395,No
0843-WTBXE,Male,0,No,No,0.736111111111111,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0.6686567164179105,0.5201328758290347,Yes
6143-JQKEA,Male,0,No,No,0.1388888888888889,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.2741293532338308,0.05022568165070008,No
8676-OOQEJ,Male,0,No,No,0.05555555555555555,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0.12189054726368159,0.013633014001473842,No
5515-IDEJJ,Male,0,Yes,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01641791044776117,0.0022913596168017687,Yes
9701-CDXHR,Female,0,Yes,No,0.7083333333333333,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.5064676616915423,0.4202284450994842,No
7450-NWRTR,Male,1,No,No,0.16666666666666666,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8079601990049752,0.1381897107590273,Yes
8124-NZVGJ,Female,0,No,No,0.08333333333333333,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,0.30845771144278605,0.029430729550479002,No
2162-FRZAA,Male,0,Yes,Yes,0.875,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),0.20995024875621893,0.2757749170965365,No
5376-DEQCP,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5208955223880596,0.008129145173176124,Yes
5118-MUEYH,Female,0,Yes,No,0.6666666666666666,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8641791044776118,0.5853387527634489,No
9095-HFAFX,Female,0,No,No,0.06944444444444445,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.6243781094527363,0.04485998526160649,Yes
5627-TVBPP,Female,0,No,Yes,0.4861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.01840796019900498,0.07421011422254975,No
